id	stage	metric	value	extra
0905.0794	llm_gap	n_gaps	3.0	
0905.0794	llm_gap	mean_sim_to_gold	0.7747864127159119	
0905.0794	llm_gap	mean_sim_to_full	0.7747864127159119	
0905.0794	llm_gap	recovery_at_0.5	1.0	
0905.0794	llm_gap	hallucination_at_0.5	0.0	
0905.0794	llm_gap	recovery_at_0.6	1.0	
0905.0794	llm_gap	hallucination_at_0.6	0.0	
0905.0794	llm_gap	recovery_at_0.7	1.0	
0905.0794	llm_gap	hallucination_at_0.7	0.0	
0905.0794	pipeline_vs_oracle	n_oracle_gaps	1.0	
0905.0794	pipeline_vs_oracle	mean_sim_pipe_to_oracle	0.7023867964744568	
0905.0794	pipeline_vs_oracle	mean_sim_oracle_to_pipe	0.7129900455474854	
0905.0794	pipeline_vs_oracle	recovery_at_0.5	1.0	
0905.0794	pipeline_vs_oracle	coverage_at_0.5	1.0	
0905.0794	pipeline_vs_oracle	recovery_at_0.6	1.0	
0905.0794	pipeline_vs_oracle	coverage_at_0.6	1.0	
0905.0794	pipeline_vs_oracle	recovery_at_0.7	0.6666666666666666	
0905.0794	pipeline_vs_oracle	coverage_at_0.7	1.0	
0905.2459	regex_section	rouge1_f	0.13836477987421383	fallback
0905.2459	regex_section	rouge2_f	0.016842105263157894	fallback
0905.2459	regex_section	rougeL_f	0.05870020964360587	fallback
0905.2459	regex_section	pred_chars	2075.0	
0905.2459	llm_gap	n_gaps	2.0	
0905.2459	llm_gap	mean_sim_to_gold	0.27264901995658875	
0905.2459	llm_gap	mean_sim_to_full	0.27864158153533936	
0905.2459	llm_gap	recovery_at_0.5	0.0	
0905.2459	llm_gap	hallucination_at_0.5	1.0	
0905.2459	llm_gap	recovery_at_0.6	0.0	
0905.2459	llm_gap	hallucination_at_0.6	1.0	
0905.2459	llm_gap	recovery_at_0.7	0.0	
0905.2459	llm_gap	hallucination_at_0.7	1.0	
0905.2459	pipeline_vs_oracle	n_oracle_gaps	2.0	
0905.2459	pipeline_vs_oracle	mean_sim_pipe_to_oracle	0.11854293197393417	
0905.2459	pipeline_vs_oracle	mean_sim_oracle_to_pipe	0.0841967910528183	
0905.2459	pipeline_vs_oracle	recovery_at_0.5	0.0	
0905.2459	pipeline_vs_oracle	coverage_at_0.5	0.0	
0905.2459	pipeline_vs_oracle	recovery_at_0.6	0.0	
0905.2459	pipeline_vs_oracle	coverage_at_0.6	0.0	
0905.2459	pipeline_vs_oracle	recovery_at_0.7	0.0	
0905.2459	pipeline_vs_oracle	coverage_at_0.7	0.0	
0905.2248	regex_section	rouge1_f	0.42287694974003465	fallback
0905.2248	regex_section	rouge2_f	0.33333333333333337	fallback
0905.2248	regex_section	rougeL_f	0.3275563258232235	fallback
0905.2248	regex_section	pred_chars	4748.0	
0905.2248	llm_gap	n_gaps	2.0	
0905.2248	llm_gap	mean_sim_to_gold	1.0	
0905.2248	llm_gap	mean_sim_to_full	1.0	
0905.2248	llm_gap	recovery_at_0.5	1.0	
0905.2248	llm_gap	hallucination_at_0.5	0.0	
0905.2248	llm_gap	recovery_at_0.6	1.0	
0905.2248	llm_gap	hallucination_at_0.6	0.0	
0905.2248	llm_gap	recovery_at_0.7	1.0	
0905.2248	llm_gap	hallucination_at_0.7	0.0	
0905.2248	pipeline_vs_oracle	n_oracle_gaps	2.0	
0905.2248	pipeline_vs_oracle	mean_sim_pipe_to_oracle	0.8115177154541016	
0905.2248	pipeline_vs_oracle	mean_sim_oracle_to_pipe	0.7187583446502686	
0905.2248	pipeline_vs_oracle	recovery_at_0.5	1.0	
0905.2248	pipeline_vs_oracle	coverage_at_0.5	0.5	
0905.2248	pipeline_vs_oracle	recovery_at_0.6	1.0	
0905.2248	pipeline_vs_oracle	coverage_at_0.6	0.5	
0905.2248	pipeline_vs_oracle	recovery_at_0.7	0.5	
0905.2248	pipeline_vs_oracle	coverage_at_0.7	0.5	
0905.1425	regex_section	rouge1_f	0.6533742331288344	future_work,limitations
0905.1425	regex_section	rouge2_f	0.5784615384615384	future_work,limitations
0905.1425	regex_section	rougeL_f	0.638036809815951	future_work,limitations
0905.1425	regex_section	pred_chars	1749.0	
0905.1425	llm_gap	n_gaps	2.0	
0905.1425	llm_gap	mean_sim_to_gold	0.9484656453132629	
0905.1425	llm_gap	mean_sim_to_full	0.9484657645225525	
0905.1425	llm_gap	recovery_at_0.5	1.0	
0905.1425	llm_gap	hallucination_at_0.5	0.0	
0905.1425	llm_gap	recovery_at_0.6	1.0	
0905.1425	llm_gap	hallucination_at_0.6	0.0	
0905.1425	llm_gap	recovery_at_0.7	1.0	
0905.1425	llm_gap	hallucination_at_0.7	0.0	
0905.1425	pipeline_vs_oracle	n_oracle_gaps	2.0	
0905.1425	pipeline_vs_oracle	mean_sim_pipe_to_oracle	0.9484655857086182	
0905.1425	pipeline_vs_oracle	mean_sim_oracle_to_pipe	0.9484655857086182	
0905.1425	pipeline_vs_oracle	recovery_at_0.5	1.0	
0905.1425	pipeline_vs_oracle	coverage_at_0.5	1.0	
0905.1425	pipeline_vs_oracle	recovery_at_0.6	1.0	
0905.1425	pipeline_vs_oracle	coverage_at_0.6	1.0	
0905.1425	pipeline_vs_oracle	recovery_at_0.7	1.0	
0905.1425	pipeline_vs_oracle	coverage_at_0.7	1.0	
0905.4068	regex_section	rouge1_f	0.7535410764872521	fallback
0905.4068	regex_section	rouge2_f	0.6951566951566951	fallback
0905.4068	regex_section	rougeL_f	0.7535410764872521	fallback
0905.4068	regex_section	pred_chars	1042.0	
0905.4068	llm_gap	n_gaps	2.0	
0905.4068	llm_gap	mean_sim_to_gold	0.6280233860015869	
0905.4068	llm_gap	mean_sim_to_full	0.638092577457428	
0905.4068	llm_gap	recovery_at_0.5	0.5	
0905.4068	llm_gap	hallucination_at_0.5	0.5	
0905.4068	llm_gap	recovery_at_0.6	0.5	
0905.4068	llm_gap	hallucination_at_0.6	0.5	
0905.4068	llm_gap	recovery_at_0.7	0.5	
0905.4068	llm_gap	hallucination_at_0.7	0.5	
0905.4068	pipeline_vs_oracle	n_oracle_gaps	2.0	
0905.4068	pipeline_vs_oracle	mean_sim_pipe_to_oracle	0.7379683256149292	
0905.4068	pipeline_vs_oracle	mean_sim_oracle_to_pipe	0.7379683256149292	
0905.4068	pipeline_vs_oracle	recovery_at_0.5	1.0	
0905.4068	pipeline_vs_oracle	coverage_at_0.5	1.0	
0905.4068	pipeline_vs_oracle	recovery_at_0.6	1.0	
0905.4068	pipeline_vs_oracle	coverage_at_0.6	1.0	
0905.4068	pipeline_vs_oracle	recovery_at_0.7	0.5	
0905.4068	pipeline_vs_oracle	coverage_at_0.7	0.5	
0906.2512	regex_section	rouge1_f	0.007751937984496126	fallback
0906.2512	regex_section	rouge2_f	0.0	fallback
0906.2512	regex_section	rougeL_f	0.007751937984496126	fallback
0906.2512	regex_section	pred_chars	317.0	
0906.2512	llm_gap	n_gaps	1.0	
0906.2512	llm_gap	mean_sim_to_gold	0.3851560652256012	
0906.2512	llm_gap	mean_sim_to_full	0.3851560652256012	
0906.2512	llm_gap	recovery_at_0.5	0.0	
0906.2512	llm_gap	hallucination_at_0.5	1.0	
0906.2512	llm_gap	recovery_at_0.6	0.0	
0906.2512	llm_gap	hallucination_at_0.6	1.0	
0906.2512	llm_gap	recovery_at_0.7	0.0	
0906.2512	llm_gap	hallucination_at_0.7	1.0	
0906.2512	pipeline_vs_oracle	n_oracle_gaps	2.0	
0906.2512	pipeline_vs_oracle	mean_sim_pipe_to_oracle	0.2521842122077942	
0906.2512	pipeline_vs_oracle	mean_sim_oracle_to_pipe	0.1915648728609085	
0906.2512	pipeline_vs_oracle	recovery_at_0.5	0.0	
0906.2512	pipeline_vs_oracle	coverage_at_0.5	0.0	
0906.2512	pipeline_vs_oracle	recovery_at_0.6	0.0	
0906.2512	pipeline_vs_oracle	coverage_at_0.6	0.0	
0906.2512	pipeline_vs_oracle	recovery_at_0.7	0.0	
0906.2512	pipeline_vs_oracle	coverage_at_0.7	0.0	
0906.2447	regex_section	rouge1_f	0.030927835051546396	fallback
0906.2447	regex_section	rouge2_f	0.005181347150259067	fallback
0906.2447	regex_section	rougeL_f	0.025773195876288665	fallback
0906.2447	regex_section	pred_chars	210.0	
0906.2447	llm_gap	n_gaps	0.0	
0906.2447	llm_gap	mean_sim_to_gold	0.0	
0906.2447	llm_gap	mean_sim_to_full	0.0	
0906.2447	llm_gap	recovery_at_0.5	0.0	
0906.2447	llm_gap	hallucination_at_0.5	0.0	
0906.2447	llm_gap	recovery_at_0.6	0.0	
0906.2447	llm_gap	hallucination_at_0.6	0.0	
0906.2447	llm_gap	recovery_at_0.7	0.0	
0906.2447	llm_gap	hallucination_at_0.7	0.0	
0906.2447	pipeline_vs_oracle	n_oracle_gaps	2.0	
0906.2447	pipeline_vs_oracle	mean_sim_pipe_to_oracle	0.0	
0906.2447	pipeline_vs_oracle	mean_sim_oracle_to_pipe	0.0	
0906.2447	pipeline_vs_oracle	recovery_at_0.5	0.0	
0906.2447	pipeline_vs_oracle	coverage_at_0.5	0.0	
0906.2447	pipeline_vs_oracle	recovery_at_0.6	0.0	
0906.2447	pipeline_vs_oracle	coverage_at_0.6	0.0	
0906.2447	pipeline_vs_oracle	recovery_at_0.7	0.0	
0906.2447	pipeline_vs_oracle	coverage_at_0.7	0.0	
0906.4409	regex_section	rouge1_f	0.10848400556328233	fallback
0906.4409	regex_section	rouge2_f	0.04184100418410042	fallback
0906.4409	regex_section	rougeL_f	0.07232267037552156	fallback
0906.4409	regex_section	pred_chars	3213.0	
0906.4409	llm_gap	n_gaps	1.0	
0906.4409	llm_gap	mean_sim_to_gold	0.545382022857666	
0906.4409	llm_gap	mean_sim_to_full	0.8773868680000305	
0906.4409	llm_gap	recovery_at_0.5	1.0	
0906.4409	llm_gap	hallucination_at_0.5	0.0	
0906.4409	llm_gap	recovery_at_0.6	0.0	
0906.4409	llm_gap	hallucination_at_0.6	0.0	
0906.4409	llm_gap	recovery_at_0.7	0.0	
0906.4409	llm_gap	hallucination_at_0.7	0.0	
0906.4409	pipeline_vs_oracle	n_oracle_gaps	1.0	
0906.4409	pipeline_vs_oracle	mean_sim_pipe_to_oracle	0.12440957129001617	
0906.4409	pipeline_vs_oracle	mean_sim_oracle_to_pipe	0.12440957129001617	
0906.4409	pipeline_vs_oracle	recovery_at_0.5	0.0	
0906.4409	pipeline_vs_oracle	coverage_at_0.5	0.0	
0906.4409	pipeline_vs_oracle	recovery_at_0.6	0.0	
0906.4409	pipeline_vs_oracle	coverage_at_0.6	0.0	
0906.4409	pipeline_vs_oracle	recovery_at_0.7	0.0	
0906.4409	pipeline_vs_oracle	coverage_at_0.7	0.0	
0907.2315	regex_section	rouge1_f	0.17627118644067793	fallback
0907.2315	regex_section	rouge2_f	0.07927519818799547	fallback
0907.2315	regex_section	rougeL_f	0.12203389830508474	fallback
0907.2315	regex_section	pred_chars	4318.0	
0907.2315	llm_gap	n_gaps	3.0	
0907.2315	llm_gap	mean_sim_to_gold	0.5756160616874695	
0907.2315	llm_gap	mean_sim_to_full	0.9662154316902161	
0907.2315	llm_gap	recovery_at_0.5	1.0	
0907.2315	llm_gap	hallucination_at_0.5	0.0	
0907.2315	llm_gap	recovery_at_0.6	0.3333333333333333	
0907.2315	llm_gap	hallucination_at_0.6	0.0	
0907.2315	llm_gap	recovery_at_0.7	0.0	
0907.2315	llm_gap	hallucination_at_0.7	0.0	
0907.2315	pipeline_vs_oracle	n_oracle_gaps	2.0	
0907.2315	pipeline_vs_oracle	mean_sim_pipe_to_oracle	0.41482365131378174	
0907.2315	pipeline_vs_oracle	mean_sim_oracle_to_pipe	0.4085521697998047	
0907.2315	pipeline_vs_oracle	recovery_at_0.5	0.0	
0907.2315	pipeline_vs_oracle	coverage_at_0.5	0.0	
0907.2315	pipeline_vs_oracle	recovery_at_0.6	0.0	
0907.2315	pipeline_vs_oracle	coverage_at_0.6	0.0	
0907.2315	pipeline_vs_oracle	recovery_at_0.7	0.0	
0907.2315	pipeline_vs_oracle	coverage_at_0.7	0.0	
0907.2640	regex_section	rouge1_f	0.15983606557377053	fallback
0907.2640	regex_section	rouge2_f	0.01646090534979424	fallback
0907.2640	regex_section	rougeL_f	0.06967213114754099	fallback
0907.2640	regex_section	pred_chars	2846.0	
0907.2640	llm_gap	n_gaps	1.0	
0907.2640	llm_gap	mean_sim_to_gold	0.38379180431365967	
0907.2640	llm_gap	mean_sim_to_full	0.6000277996063232	
0907.2640	llm_gap	recovery_at_0.5	0.0	
0907.2640	llm_gap	hallucination_at_0.5	0.0	
0907.2640	llm_gap	recovery_at_0.6	0.0	
0907.2640	llm_gap	hallucination_at_0.6	0.0	
0907.2640	llm_gap	recovery_at_0.7	0.0	
0907.2640	llm_gap	hallucination_at_0.7	1.0	
0907.2640	pipeline_vs_oracle	n_oracle_gaps	2.0	
0907.2640	pipeline_vs_oracle	mean_sim_pipe_to_oracle	0.3837917745113373	
0907.2640	pipeline_vs_oracle	mean_sim_oracle_to_pipe	0.31181415915489197	
0907.2640	pipeline_vs_oracle	recovery_at_0.5	0.0	
0907.2640	pipeline_vs_oracle	coverage_at_0.5	0.0	
0907.2640	pipeline_vs_oracle	recovery_at_0.6	0.0	
0907.2640	pipeline_vs_oracle	coverage_at_0.6	0.0	
0907.2640	pipeline_vs_oracle	recovery_at_0.7	0.0	
0907.2640	pipeline_vs_oracle	coverage_at_0.7	0.0	
0908.1769	regex_section	rouge1_f	0.9087779690189329	future_work
0908.1769	regex_section	rouge2_f	0.8601036269430054	future_work
0908.1769	regex_section	rougeL_f	0.9087779690189329	future_work
0908.1769	regex_section	pred_chars	1833.0	
0908.1769	llm_gap	n_gaps	2.0	
0908.1769	llm_gap	mean_sim_to_gold	0.9820079207420349	
0908.1769	llm_gap	mean_sim_to_full	0.9820079207420349	
0908.1769	llm_gap	recovery_at_0.5	1.0	
0908.1769	llm_gap	hallucination_at_0.5	0.0	
0908.1769	llm_gap	recovery_at_0.6	1.0	
0908.1769	llm_gap	hallucination_at_0.6	0.0	
0908.1769	llm_gap	recovery_at_0.7	1.0	
0908.1769	llm_gap	hallucination_at_0.7	0.0	
0908.1769	pipeline_vs_oracle	n_oracle_gaps	2.0	
0908.1769	pipeline_vs_oracle	mean_sim_pipe_to_oracle	0.6967846751213074	
0908.1769	pipeline_vs_oracle	mean_sim_oracle_to_pipe	0.6180644035339355	
0908.1769	pipeline_vs_oracle	recovery_at_0.5	0.5	
0908.1769	pipeline_vs_oracle	coverage_at_0.5	0.5	
0908.1769	pipeline_vs_oracle	recovery_at_0.6	0.5	
0908.1769	pipeline_vs_oracle	coverage_at_0.6	0.5	
0908.1769	pipeline_vs_oracle	recovery_at_0.7	0.5	
0908.1769	pipeline_vs_oracle	coverage_at_0.7	0.5	
0908.3653	regex_section	rouge1_f	0.5149700598802396	discussion,future_work
0908.3653	regex_section	rouge2_f	0.49397590361445787	discussion,future_work
0908.3653	regex_section	rougeL_f	0.5149700598802396	discussion,future_work
0908.3653	regex_section	pred_chars	1307.0	
0908.3653	llm_gap	n_gaps	2.0	
0908.3653	llm_gap	mean_sim_to_gold	0.7658990025520325	
0908.3653	llm_gap	mean_sim_to_full	0.9999999403953552	
0908.3653	llm_gap	recovery_at_0.5	1.0	
0908.3653	llm_gap	hallucination_at_0.5	0.0	
0908.3653	llm_gap	recovery_at_0.6	0.5	
0908.3653	llm_gap	hallucination_at_0.6	0.0	
0908.3653	llm_gap	recovery_at_0.7	0.5	
0908.3653	llm_gap	hallucination_at_0.7	0.0	
0908.3653	pipeline_vs_oracle	n_oracle_gaps	2.0	
0908.3653	pipeline_vs_oracle	mean_sim_pipe_to_oracle	0.7658990621566772	
0908.3653	pipeline_vs_oracle	mean_sim_oracle_to_pipe	0.7065540552139282	
0908.3653	pipeline_vs_oracle	recovery_at_0.5	1.0	
0908.3653	pipeline_vs_oracle	coverage_at_0.5	0.5	
0908.3653	pipeline_vs_oracle	recovery_at_0.6	0.5	
0908.3653	pipeline_vs_oracle	coverage_at_0.6	0.5	
0908.3653	pipeline_vs_oracle	recovery_at_0.7	0.5	
0908.3653	pipeline_vs_oracle	coverage_at_0.7	0.5	
0909.5313	regex_section	rouge1_f	0.41536863966770504	fallback
0909.5313	regex_section	rouge2_f	0.32882414151925077	fallback
0909.5313	regex_section	rougeL_f	0.4132917964693666	fallback
0909.5313	regex_section	pred_chars	2894.0	
0909.5313	llm_gap	n_gaps	2.0	
0909.5313	llm_gap	mean_sim_to_gold	0.6576647758483887	
0909.5313	llm_gap	mean_sim_to_full	0.7960649132728577	
0909.5313	llm_gap	recovery_at_0.5	1.0	
0909.5313	llm_gap	hallucination_at_0.5	0.0	
0909.5313	llm_gap	recovery_at_0.6	0.5	
0909.5313	llm_gap	hallucination_at_0.6	0.0	
0909.5313	llm_gap	recovery_at_0.7	0.5	
0909.5313	llm_gap	hallucination_at_0.7	0.0	
0909.5313	pipeline_vs_oracle	n_oracle_gaps	2.0	
0909.5313	pipeline_vs_oracle	mean_sim_pipe_to_oracle	0.613793134689331	
0909.5313	pipeline_vs_oracle	mean_sim_oracle_to_pipe	0.6342770457267761	
0909.5313	pipeline_vs_oracle	recovery_at_0.5	0.5	
0909.5313	pipeline_vs_oracle	coverage_at_0.5	0.5	
0909.5313	pipeline_vs_oracle	recovery_at_0.6	0.5	
0909.5313	pipeline_vs_oracle	coverage_at_0.6	0.5	
0909.5313	pipeline_vs_oracle	recovery_at_0.7	0.5	
0909.5313	pipeline_vs_oracle	coverage_at_0.7	0.5	
0910.0670	regex_section	rouge1_f	0.17847533632286994	future_work
0910.0670	regex_section	rouge2_f	0.1561938958707361	future_work
0910.0670	regex_section	rougeL_f	0.1757847533632287	future_work
0910.0670	regex_section	pred_chars	1403.0	
0910.0670	llm_gap	n_gaps	0.0	
0910.0670	llm_gap	mean_sim_to_gold	0.0	
0910.0670	llm_gap	mean_sim_to_full	0.0	
0910.0670	llm_gap	recovery_at_0.5	0.0	
0910.0670	llm_gap	hallucination_at_0.5	0.0	
0910.0670	llm_gap	recovery_at_0.6	0.0	
0910.0670	llm_gap	hallucination_at_0.6	0.0	
0910.0670	llm_gap	recovery_at_0.7	0.0	
0910.0670	llm_gap	hallucination_at_0.7	0.0	
0910.0670	pipeline_vs_oracle	n_oracle_gaps	2.0	
0910.0670	pipeline_vs_oracle	mean_sim_pipe_to_oracle	0.0	
0910.0670	pipeline_vs_oracle	mean_sim_oracle_to_pipe	0.0	
0910.0670	pipeline_vs_oracle	recovery_at_0.5	0.0	
0910.0670	pipeline_vs_oracle	coverage_at_0.5	0.0	
0910.0670	pipeline_vs_oracle	recovery_at_0.6	0.0	
0910.0670	pipeline_vs_oracle	coverage_at_0.6	0.0	
0910.0670	pipeline_vs_oracle	recovery_at_0.7	0.0	
0910.0670	pipeline_vs_oracle	coverage_at_0.7	0.0	
0910.1692	regex_section	rouge1_f	0.9662162162162162	future_work
0910.1692	regex_section	rouge2_f	0.9387755102040818	future_work
0910.1692	regex_section	rougeL_f	0.9662162162162162	future_work
0910.1692	regex_section	pred_chars	917.0	
0910.1692	llm_gap	n_gaps	1.0	
0910.1692	llm_gap	mean_sim_to_gold	0.9999999403953552	
0910.1692	llm_gap	mean_sim_to_full	0.9999999403953552	
0910.1692	llm_gap	recovery_at_0.5	1.0	
0910.1692	llm_gap	hallucination_at_0.5	0.0	
0910.1692	llm_gap	recovery_at_0.6	1.0	
0910.1692	llm_gap	hallucination_at_0.6	0.0	
0910.1692	llm_gap	recovery_at_0.7	1.0	
0910.1692	llm_gap	hallucination_at_0.7	0.0	
0910.1692	pipeline_vs_oracle	n_oracle_gaps	1.0	
0910.1692	pipeline_vs_oracle	mean_sim_pipe_to_oracle	1.0	
0910.1692	pipeline_vs_oracle	mean_sim_oracle_to_pipe	1.0	
0910.1692	pipeline_vs_oracle	recovery_at_0.5	1.0	
0910.1692	pipeline_vs_oracle	coverage_at_0.5	1.0	
0910.1692	pipeline_vs_oracle	recovery_at_0.6	1.0	
0910.1692	pipeline_vs_oracle	coverage_at_0.6	1.0	
0910.1692	pipeline_vs_oracle	recovery_at_0.7	1.0	
0910.1692	pipeline_vs_oracle	coverage_at_0.7	1.0	
0910.5055	regex_section	rouge1_f	0.41876629018245004	fallback
0910.5055	regex_section	rouge2_f	0.3481288076588338	fallback
0910.5055	regex_section	rougeL_f	0.41529105125977417	fallback
0910.5055	regex_section	pred_chars	4809.0	
0910.5055	llm_gap	n_gaps	3.0	
0910.5055	llm_gap	mean_sim_to_gold	0.9194068908691406	
0910.5055	llm_gap	mean_sim_to_full	0.9194067120552063	
0910.5055	llm_gap	recovery_at_0.5	1.0	
0910.5055	llm_gap	hallucination_at_0.5	0.0	
0910.5055	llm_gap	recovery_at_0.6	1.0	
0910.5055	llm_gap	hallucination_at_0.6	0.0	
0910.5055	llm_gap	recovery_at_0.7	1.0	
0910.5055	llm_gap	hallucination_at_0.7	0.0	
0910.5055	pipeline_vs_oracle	n_oracle_gaps	2.0	
0910.5055	pipeline_vs_oracle	mean_sim_pipe_to_oracle	0.6953132748603821	
0910.5055	pipeline_vs_oracle	mean_sim_oracle_to_pipe	0.6409314274787903	
0910.5055	pipeline_vs_oracle	recovery_at_0.5	1.0	
0910.5055	pipeline_vs_oracle	coverage_at_0.5	0.5	
0910.5055	pipeline_vs_oracle	recovery_at_0.6	0.3333333333333333	
0910.5055	pipeline_vs_oracle	coverage_at_0.6	0.5	
0910.5055	pipeline_vs_oracle	recovery_at_0.7	0.3333333333333333	
0910.5055	pipeline_vs_oracle	coverage_at_0.7	0.5	
0912.0270	regex_section	rouge1_f	0.017391304347826087	fallback
0912.0270	regex_section	rouge2_f	0.0	fallback
0912.0270	regex_section	rougeL_f	0.011594202898550725	fallback
0912.0270	regex_section	pred_chars	270.0	
0912.0270	llm_gap	n_gaps	0.0	
0912.0270	llm_gap	mean_sim_to_gold	0.0	
0912.0270	llm_gap	mean_sim_to_full	0.0	
0912.0270	llm_gap	recovery_at_0.5	0.0	
0912.0270	llm_gap	hallucination_at_0.5	0.0	
0912.0270	llm_gap	recovery_at_0.6	0.0	
0912.0270	llm_gap	hallucination_at_0.6	0.0	
0912.0270	llm_gap	recovery_at_0.7	0.0	
0912.0270	llm_gap	hallucination_at_0.7	0.0	
0912.0270	pipeline_vs_oracle	n_oracle_gaps	1.0	
0912.0270	pipeline_vs_oracle	mean_sim_pipe_to_oracle	0.0	
0912.0270	pipeline_vs_oracle	mean_sim_oracle_to_pipe	0.0	
0912.0270	pipeline_vs_oracle	recovery_at_0.5	0.0	
0912.0270	pipeline_vs_oracle	coverage_at_0.5	0.0	
0912.0270	pipeline_vs_oracle	recovery_at_0.6	0.0	
0912.0270	pipeline_vs_oracle	coverage_at_0.6	0.0	
0912.0270	pipeline_vs_oracle	recovery_at_0.7	0.0	
0912.0270	pipeline_vs_oracle	coverage_at_0.7	0.0	
0912.1200	regex_section	rouge1_f	0.6976744186046512	future_work
0912.1200	regex_section	rouge2_f	0.611764705882353	future_work
0912.1200	regex_section	rougeL_f	0.6976744186046512	future_work
0912.1200	regex_section	pred_chars	625.0	
0912.1200	llm_gap	n_gaps	2.0	
0912.1200	llm_gap	mean_sim_to_gold	0.9832668304443359	
0912.1200	llm_gap	mean_sim_to_full	0.9832668900489807	
0912.1200	llm_gap	recovery_at_0.5	1.0	
0912.1200	llm_gap	hallucination_at_0.5	0.0	
0912.1200	llm_gap	recovery_at_0.6	1.0	
0912.1200	llm_gap	hallucination_at_0.6	0.0	
0912.1200	llm_gap	recovery_at_0.7	1.0	
0912.1200	llm_gap	hallucination_at_0.7	0.0	
0912.1200	pipeline_vs_oracle	n_oracle_gaps	1.0	
0912.1200	pipeline_vs_oracle	mean_sim_pipe_to_oracle	0.7534327507019043	
0912.1200	pipeline_vs_oracle	mean_sim_oracle_to_pipe	0.9665336608886719	
0912.1200	pipeline_vs_oracle	recovery_at_0.5	1.0	
0912.1200	pipeline_vs_oracle	coverage_at_0.5	1.0	
0912.1200	pipeline_vs_oracle	recovery_at_0.6	0.5	
0912.1200	pipeline_vs_oracle	coverage_at_0.6	1.0	
0912.1200	pipeline_vs_oracle	recovery_at_0.7	0.5	
0912.1200	pipeline_vs_oracle	coverage_at_0.7	1.0	
0912.2625	regex_section	rouge1_f	0.8414239482200647	future_work
0912.2625	regex_section	rouge2_f	0.762214983713355	future_work
0912.2625	regex_section	rougeL_f	0.8414239482200647	future_work
0912.2625	regex_section	pred_chars	878.0	
0912.2625	llm_gap	n_gaps	2.0	
0912.2625	llm_gap	mean_sim_to_gold	0.8377086520195007	
0912.2625	llm_gap	mean_sim_to_full	0.8377086520195007	
0912.2625	llm_gap	recovery_at_0.5	1.0	
0912.2625	llm_gap	hallucination_at_0.5	0.0	
0912.2625	llm_gap	recovery_at_0.6	1.0	
0912.2625	llm_gap	hallucination_at_0.6	0.0	
0912.2625	llm_gap	recovery_at_0.7	0.5	
0912.2625	llm_gap	hallucination_at_0.7	0.5	
0912.2625	pipeline_vs_oracle	n_oracle_gaps	2.0	
0912.2625	pipeline_vs_oracle	mean_sim_pipe_to_oracle	0.837708592414856	
0912.2625	pipeline_vs_oracle	mean_sim_oracle_to_pipe	0.837708592414856	
0912.2625	pipeline_vs_oracle	recovery_at_0.5	1.0	
0912.2625	pipeline_vs_oracle	coverage_at_0.5	1.0	
0912.2625	pipeline_vs_oracle	recovery_at_0.6	1.0	
0912.2625	pipeline_vs_oracle	coverage_at_0.6	1.0	
0912.2625	pipeline_vs_oracle	recovery_at_0.7	0.5	
0912.2625	pipeline_vs_oracle	coverage_at_0.7	0.5	
0912.4184	regex_section	rouge1_f	0.4091530054644809	discussion,future_work
0912.4184	regex_section	rouge2_f	0.3834586466165414	discussion,future_work
0912.4184	regex_section	rougeL_f	0.40710382513661203	discussion,future_work
0912.4184	regex_section	pred_chars	12353.0	
0912.4184	llm_gap	n_gaps	1.0	
0912.4184	llm_gap	mean_sim_to_gold	0.6358303427696228	
0912.4184	llm_gap	mean_sim_to_full	0.9937469959259033	
0912.4184	llm_gap	recovery_at_0.5	1.0	
0912.4184	llm_gap	hallucination_at_0.5	0.0	
0912.4184	llm_gap	recovery_at_0.6	1.0	
0912.4184	llm_gap	hallucination_at_0.6	0.0	
0912.4184	llm_gap	recovery_at_0.7	0.0	
0912.4184	llm_gap	hallucination_at_0.7	0.0	
0912.4184	pipeline_vs_oracle	n_oracle_gaps	2.0	
0912.4184	pipeline_vs_oracle	mean_sim_pipe_to_oracle	0.45715785026550293	
0912.4184	pipeline_vs_oracle	mean_sim_oracle_to_pipe	0.35037893056869507	
0912.4184	pipeline_vs_oracle	recovery_at_0.5	0.0	
0912.4184	pipeline_vs_oracle	coverage_at_0.5	0.0	
0912.4184	pipeline_vs_oracle	recovery_at_0.6	0.0	
0912.4184	pipeline_vs_oracle	coverage_at_0.6	0.0	
0912.4184	pipeline_vs_oracle	recovery_at_0.7	0.0	
0912.4184	pipeline_vs_oracle	coverage_at_0.7	0.0	
0912.5353	regex_section	rouge1_f	0.4127423822714682	fallback
0912.5353	regex_section	rouge2_f	0.27461858529819694	fallback
0912.5353	regex_section	rougeL_f	0.2479224376731302	fallback
0912.5353	regex_section	pred_chars	4218.0	
0912.5353	llm_gap	n_gaps	1.0	
0912.5353	llm_gap	mean_sim_to_gold	0.9541540741920471	
0912.5353	llm_gap	mean_sim_to_full	0.9541540741920471	
0912.5353	llm_gap	recovery_at_0.5	1.0	
0912.5353	llm_gap	hallucination_at_0.5	0.0	
0912.5353	llm_gap	recovery_at_0.6	1.0	
0912.5353	llm_gap	hallucination_at_0.6	0.0	
0912.5353	llm_gap	recovery_at_0.7	1.0	
0912.5353	llm_gap	hallucination_at_0.7	0.0	
