paper_id	source	sent_idx	sentence	silver_label	silver_confidence	silver_rationale	gold_label	notes
quant-ph/0402095	gold	94	Without loss of generality we assume {{formula:846bfee6-0a0a-49a5-b542-96b7f79596a7}} is fixed, so that only the advice states {{formula:dd31a056-1bb3-48c9-adf6-a7decee1ab1c}} depend on {{formula:2b516ff8-7fa4-4b8d-b7fe-66102c524ff3}} .	none	0.85	This sentence describes a methodological assumption, which is not a limitation or future work.		
quant-ph/0402095	gold	95	We also assume the advice is boosted, so that {{formula:62c0a387-707e-4703-87f1-24cfb8c2c72a}} 's error probability on any input {{formula:80ffb3ff-948a-464b-a08a-d9ac56a50442}} is {{formula:73a8da4a-e1c4-4d30-9521-8cbe04303f62}} .	none	0.85	This sentence describes a methodological assumption, which is not a limitation or future work.		
quant-ph/0402095	gold	96	Choose a set {{formula:80e1f982-cf8c-4b3a-b233-89038b91611e}} subject to {{formula:c3a8a5a4-ecfe-412a-b080-461b5b261ad0}} ; then for all {{formula:e3215a3f-544e-4b57-b008-436d2ada4159}} , set {{formula:247c7123-ed05-4658-852f-2b9e881c76fd}} if and only if {{formula:a8785adf-984f-4bc6-b218-8ab41e0e018d}} .	none	0.85	This sentence describes a methodological approach, which is not a limitation or future work.		
quant-ph/0402095	gold	97	We claim that by using {{formula:00145392-d56b-4328-8a1a-68779a1d2b13}} , an algorithm could find all {{formula:b374878d-003f-4745-af6e-1ffe9a588730}} elements of {{formula:4960e0cb-ceca-48b9-a9b3-f2d321e9bf9d}} with high probability after only {{formula:4612346b-f907-4627-9485-d10c78ea5fc7}} queries to {{formula:b5a620c0-6ad7-420e-97e1-a2d3032840e7}} .	none	0.85	This sentence describes a methodological approach, which is not a limitation or future work.		
quant-ph/0402095	gold	98	Here is how: first use binary search (repeatedly halving the distance between {{formula:87f19cbf-af39-4c02-b658-d4ebfb05894e}} and {{formula:16126f5f-a105-4fd6-99d8-cc8226a78a03}} ) to find the lexicographically first element of {{formula:55de8f82-6dee-4d78-b5a2-dfe87f257dc1}} .	none	0.85	This sentence describes a methodological approach, which is not a limitation or future work.		
quant-ph/0402095	gold	99	By Lemma REF , the boosted advice state {{formula:813e1cf9-f784-4303-9121-b5c69272d48f}} is good for {{formula:5acfb1ae-af43-4b62-a4a6-7c2142e72bce}} uses, so this takes only {{formula:b1580f0b-80f2-4005-ba25-c2f98ea3de97}} queries.	none	0.85	This sentence describes a methodological approach, which is not a limitation or future work.		
quant-ph/0402095	gold	100	Then use binary search to find the lexicographically second element, and so on until all elements have been found.	none	0.85	This sentence describes a methodological approach, which is not a limitation or future work.		
quant-ph/0402095	gold	101	Now replace {{formula:132f4c7e-465a-46a5-9f76-49dfed6445fe}} by the maximally mixed state as in Theorem REF .	none	0.85	This sentence describes a methodological approach, which is not a limitation or future work.		
quant-ph/0402095	gold	102	This yields an algorithm that uses no advice, makes {{formula:93221ed3-c9e3-4a82-b023-da1c836283ac}} queries, and finds all {{formula:cc92472b-9d1c-4a96-b660-0720dfeabe02}} elements of {{formula:59faaa94-ee55-4ffa-80ed-e6826382e367}} with probability {{formula:01e0bed7-b33a-434f-a686-6fd74b5e344d}} .	none	0.85	This sentence describes a methodological approach, which is not a limitation or future work.		
quant-ph/0402095	gold	103	But taking {{formula:b7b92a68-0508-434c-8f24-e55c5a342d88}} , {{formula:cbef72fc-413d-4819-a965-2427e91c9553}} , {{formula:107e2253-e965-42c8-83a8-d976e8483cce}} , and {{formula:e775f2c4-20cb-468e-b797-af0c3be9e00c}} , such an algorithm would satisfy {{formula:e0827276-212f-4380-bc4a-e16eb08d13f0}} , which violates the bound of Theorem REF .	none	0.85	This sentence describes a methodological implication, which is not a limitation or future work.		
quant-ph/0402095	gold	104	Indeed one can show that {{formula:62ee2020-2e6f-4f23-9c67-981d633d4c3c}} relative a random oracle with probability 1.First group the oracle bits into polynomial-size blocks as Bennett and Gill {{cite:1a5d88be609b829168acbe04c160b3774a0e680e}} do, then use the techniques of Aaronson {{cite:b14e709ea8066458900314c6a444101378b5d01e}} to show that the acceptance probability is a low-degree univariate polynomial in the number of all-0 blocks.	none	0.85	This sentence describes a methodological approach, which is not a limitation or future work.		
quant-ph/0402095	gold	105	The rest of the proof follows Theorem REF .	none	0.85	This sentence describes a methodological approach, which is not a limitation or future work.		
quant-ph/0402095	gold	106	Are {{formula:7940211f-ead2-4025-8d03-52abf9232625}} and {{formula:a1be2f51-241b-41db-ae1c-4e506f493f04}} polynomially related for every total Boolean function {{formula:6b486ce4-3c56-4482-a92a-de0ad768fb03}} ?	open_problem	0.95	The sentence poses a question about the relationship between two measures, indicating an unresolved issue.		
quant-ph/0402095	gold	107	Also, can we exhibit any asymptotic separation between these measures?	open_problem	0.95	The sentence poses a question about exhibiting an asymptotic separation, indicating an unresolved issue.		
quant-ph/0402095	gold	108	The best separation we know of is a factor of 2: for the equality function we have {{formula:803b1dab-9afd-4dbc-a408-4fbb795ddc71}} , whereas Winter {{cite:d3ab39ed4ee6d0091a129a56ba52bc8ecc003ff4}} has shown that {{formula:8021f34f-c10b-4c6d-a543-7df262c648a4}} using a protocol involving mixed states.If we restrict ourselves to pure states, then {{formula:3338d294-869e-4f12-b965-978de11af5cf}} qubits are needed.	none	0.85	This sentence describes known results and context, which is not a limitation or future work.		
quant-ph/0402095	gold	109	Based on that fact, a previous version of this paper claimed incorrectly that {{formula:96333ac9-eb09-4dea-bd15-a5c9c8bf0a0e}} .	limitation	0.95	The sentence acknowledges an incorrect claim in a previous version of the paper, indicating a limitation in the prior work.		
quant-ph/0402095	gold	110	This factor-2 savings is tight for equality: a simple counting argument shows that {{formula:8faf8d65-50ac-4f5c-a9f6-e515083482a7}} ; and although the usual randomized protocol for equality {{cite:edac30fe9bc5b70ed117bc35548e9ac78e8ced11}} uses {{formula:ef41526c-daf2-405a-9c87-f6af20da97d8}} bits, there exist protocols based on error-correcting codes that use only {{formula:f7d0a170-a10e-4616-99d9-b451e82759b7}} bits.	none	0.85	This sentence describes known results and context, which is not a limitation or future work.		
quant-ph/0402095	gold	111	All of this holds for any constant error probability {{formula:a5fc51e3-bd00-4b95-a389-4d5ffcf19ad7}} .	none	0.85	This sentence describes known results and context, which is not a limitation or future work.		
quant-ph/0402095	gold	112	As a first step toward answering the above questions, can we lower-bound {{formula:147accf1-2907-40b3-a57a-340d334f4d1a}} for groups other than {{formula:36f39b6c-c0de-4a99-bbff-80cfd4087d39}} (such as {{formula:d1659315-fc6b-46e7-9ddf-cf387eb7dd87}} , or nonabelian groups)?	open_problem	0.95	The sentence poses a question about lower-bounding a measure for different groups, indicating an unresolved issue.		
quant-ph/0402095	gold	113	Also, can we characterize {{formula:a5d20f31-f0e3-4b17-95ba-5f3334c97e7f}} for all sets {{formula:3d1bf0be-acf5-4287-abe8-1ad5081c95c0}} , closing the gap between the upper and lower bounds?	open_problem	0.95	The sentence poses a question about characterizing a measure, indicating an unresolved issue.		
quant-ph/0402095	gold	114	Is there an oracle relative to which {{formula:84f7c16b-92d1-47e8-8c03-d7059689a49e}} ?	open_problem	0.95	The sentence poses a question about the existence of an oracle, indicating an unresolved issue.		
quant-ph/0402095	gold	115	Can we give oracles relative to which {{formula:a65bcb43-9fb4-4321-85f9-6e4ee82380b7}} and {{formula:9f5f8919-348e-49d7-8a82-7b05089e75d5}} are not contained in {{formula:880392a2-dc34-4c12-bdb0-0182809bd49b}} ?	open_problem	0.95	The sentence poses a question about giving oracles, indicating an unresolved issue.		
quant-ph/0402095	gold	116	Bennett et al. {{cite:5a0a45badcd919053d8a7a3922bd95e2fdb29e2d}} gave an oracle relative to which {{formula:11ce399a-261e-4471-a9cc-5488557895dd}} , while Aaronson {{cite:b14e709ea8066458900314c6a444101378b5d01e}} gave an oracle relative to which {{formula:4b59a50b-ec98-47d2-8c82-5d38c809cb6a}} .	none	0.85	This sentence describes known results and context, which is not a limitation or future work.		
quant-ph/0402095	gold	117	Even more ambitiously, can we prove a direct product theorem for quantum query complexity that applies to any partial or total function (not just search)?	open_problem	0.95	The sentence poses a question about proving a theorem for a broader class, indicating an unresolved issue.		
quant-ph/0402095	gold	118	For all {{formula:72f04dea-ec6d-4cbe-842f-3a211f0f47ab}} (partial or total), is {{formula:75b5080c-aa15-4b7a-8d8d-c58082ba4ff1}} whenever {{formula:84d493e5-eca0-4ffc-9d2f-1091e2cb2d4f}} ?	open_problem	0.95	The sentence poses a question about a separation for all functions, indicating an unresolved issue.		
quant-ph/0402095	gold	119	In other words, is the separation of Bar-Yossef et al. {{cite:f09da469e735106212608910cb08a0bab844a6a8}} the best possible?	open_problem	0.95	The sentence poses a question about the optimality of a separation, indicating an unresolved issue.		
quant-ph/0402095	gold	120	Can the result {{formula:18e501c7-c687-4810-89fb-7403cc8764ac}} for partial {{formula:6d905f2e-eb32-4ae3-ac87-7836404a71b7}} be improved to {{formula:bb182b39-7b9c-4f3e-a523-a5c38aacba3d}} ?	open_problem	0.95	The sentence poses a question about improving a result, indicating an unresolved issue.		
quant-ph/0402095	gold	121	We do not even know how to rule out {{formula:6192e879-1609-4158-8961-00b1b70270ff}} .	open_problem	0.95	The sentence states a lack of knowledge about ruling out a possibility, indicating an unresolved issue.		
quant-ph/0402095	gold	122	In the Simultaneous Messages (SM) model, there is no direct communication between Alice and Bob; instead, Alice and Bob both send messages to a third party called the referee, who then outputs the function value.	none	0.85	This sentence describes a model, which is background information.		
quant-ph/0402095	gold	123	The complexity measure is the sum of the two message lengths.	none	0.85	This sentence describes a complexity measure, which is background information.		
quant-ph/0402095	gold	124	Let {{formula:46574187-cfb3-4fe1-b57b-1eb020a5e68a}} and {{formula:3d74c8bf-83c5-4f4a-bc18-775ed5598cf1}} be the randomized and quantum bounded-error SM complexities of {{formula:af1286f8-f952-4976-9092-01f6cdd229e0}} respectively, and let {{formula:0905c812-efcb-4242-b9e1-4c9c47004b15}} be the randomized SM complexity if Alice and Bob share an arbitrarily long random string.	none	0.85	This sentence defines terms related to complexities, which is background information.		
quant-ph/0402095	gold	125	Building on work by Buhrman et al. {{cite:ee5fc12c88c8cd05c97cf9c784b08f7e26c07335}}, Yao {{cite:a29a32d0e97cd2f5854437f5e6cf604bdd23a206}} showed that {{formula:07709804-05d7-49f3-b840-0f4576c9f7dd}} whenever {{formula:d35cbe89-da7b-4ffd-91b6-7d20cd0ab42d}} .	none	0.85	This sentence describes known results and context, which is not a limitation or future work.		
quant-ph/0402095	gold	126	He then asked about the other direction: for some {{formula:563abe73-c80b-4512-b9ce-00ca81b8c287}} , does {{formula:15371299-f4fb-4a89-b52d-a729d1e95acc}} whenever {{formula:c50dfab1-5b69-428b-b83b-77c3f23a4e49}} , and does {{formula:1a8e0f97-8067-4113-8704-6a1560d41c90}} whenever {{formula:6e14ff89-9bfd-451b-9c39-b1a4469b37e9}} ?	open_problem	0.95	The sentence poses a question about the other direction of a result, indicating an unresolved issue.		
quant-ph/0402095	gold	127	In an earlier version of this paper, we showed that {{formula:edf3d5df-e024-450a-bdd7-61bade95924e}} , which means that a positive answer to Yao's first question would imply a positive answer to the second.	none	0.85	This sentence describes a result from an earlier version of the paper, which is not a limitation or future work.		
quant-ph/0402095	gold	128	Later we learned that Yao independently proved the same result {{cite:53abcea23b4533263792f38e7c6bea99c1dcd5fd}}.	none	0.85	This sentence describes a known result, which is not a limitation or future work.		
quant-ph/0402095	gold	129	Here we ask a related question: can {{formula:3e113e07-fbd1-4b3a-8b16-54fe77d642b9}} ever be exponentially smaller than {{formula:fa205707-fd61-42c9-af3d-74b48f7b1cd1}} ?	open_problem	0.95	The sentence poses a question about the relationship between two measures, indicating an unresolved issue.		
quant-ph/0402095	gold	130	(Buhrman et al. {{cite:ee5fc12c88c8cd05c97cf9c784b08f7e26c07335}} showed that {{formula:caadc7fa-d6cf-4783-9e27-3fce63faba0a}} can be exponentially smaller than {{formula:d6426cbe-c4e6-4161-92c7-2301ec66414f}} .) Iordanis Kerenidis has pointed out to us that, based on the hidden matching problem of Bar-Yossef et al. {{cite:f09da469e735106212608910cb08a0bab844a6a8}} discussed in Section , one can define a relation for which {{formula:6fb96050-0162-4aa4-ab63-73fa7e175785}} is exponentially smaller than {{formula:cbdebb06-cfd2-427f-801c-d7ef1be8cebc}} .	none	0.85	This sentence describes known results and context, which is not a limitation or future work.		
quant-ph/0402095	gold	131	However, as in the case of {{formula:1916160a-fed5-4be5-a876-52191df540e1}} versus {{formula:29e256e7-fe75-4d4b-a44e-3f58519fec78}} , it remains to extend that result to functions.	open_problem	0.95	The sentence states an unresolved issue about extending a result to functions.		
quant-ph/0402095	predicted	132	It presents three contributions which are basically independent of one another.	none	0.85	This sentence describes the contributions of the paper, which is not a limitation or future work.		
quant-ph/0402095	predicted	133	First, Section shows that {{formula:588ebba3-ae9a-4b98-84cd-48102131ba4f}} for any Boolean function {{formula:588e6507-7251-47ab-9e49-fa8fed281ff6}} , partial or total.	none	0.85	This sentence describes a result from the paper, which is not a limitation or future work.		
quant-ph/0402095	predicted	134	Here {{formula:2c7d996e-1cd7-4d80-9846-cf169f367573}} is deterministic one-way communication complexity, {{formula:a6c74321-6229-42ed-b8d2-458783efc977}} is bounded-error one-way quantum communication complexity, and {{formula:7b7a4ba0-c371-489f-ba01-6f289cc8c5a0}} is the length of Bob's input.	none	0.85	This sentence defines terms related to complexities, which is background information.		
quant-ph/0402095	predicted	135	Intuitively, whenever the set of Bob's possible inputs is not too large, Alice can send him a short classical message that lets him learn the outcome of any measurement he would have wanted to make on the quantum message {{formula:c213745c-8bdd-4bb2-b2d7-166ace6238c8}} .	none	0.85	This sentence provides an intuitive explanation, which is not a limitation or future work.		
quant-ph/0402095	predicted	136	It is interesting that a slightly tighter bound for total functions—{{formula:e0278ede-e768-4e77-892b-32981970fcf2}} —follows easily from a result of Klauck {{cite:a1be961da522bcf1b98ba72bca24af931f00e195}} together with a lemma of Sauer {{cite:aa4f8ea4852e2bfa8cfaceb820b6acd674630e09}} about VC-dimension.	none	0.85	This sentence describes a result and its derivation, which is not a limitation or future work.		
quant-ph/0402095	predicted	137	However, the proof of the latter bound is highly nonconstructive, and seems to fail for partial {{formula:97f4200a-83ba-4f30-b320-7257bc0064f3}} .	limitation	0.95	The sentence describes a nonconstructive proof that fails for certain cases, indicating a limitation in the approach.		
cs/0610128	gold	0	This paper has considered bin-buffering algorithms and showed that using a hierarchical approach, highly scalable algebraic queries were possible even with a small buffer.	none	0.95	This sentence summarizes the contributions and findings of the paper, not a limitation or future work.		
cs/0610128	both	1	Using overlapped bins, we have shown that we could buffer several local moments simultaneously and use much less storage than wavelet-based approaches while still supporting progressive queries and very scalable queries and updates.	none	0.95	This sentence describes the advantages of the method presented in the paper, not a limitation or future work.		
cs/0610128	both	2	In short, we showed that {{formula:beb28896-8869-4852-86b6-6634bb8f6571}} local moments could be buffered using only a single real-valued buffer: using bins of a fixed size irrespective of {{formula:da296d68-b55a-4f67-89d0-27f235a52e9c}} .	none	0.95	This sentence describes a result of the paper's method, not a limitation or future work.		
cs/0610128	both	3	Other types of range queries could also be grouped and buffered efficiently together {{cite:3ef5da4a02bb793893168133bd5a62bb433cc576}}.	none	0.95	This sentence describes a capability of the method, not a limitation or future work.		
cs/0610128	both	4	By a direct product {{cite:aa49b595a8cf654ccc092582befe47263fd8efa8}}, Hierarchical Bin Buffering and therefore the Ola approach can be generalized to the multidimensional case.	none	0.95	This sentence describes a generalization of the method, not a limitation or future work.		
cs/0610128	both	5	Some implementation issues were not addressed.	limitation	0.99	This sentence explicitly states that some implementation issues were not addressed, indicating a limitation of the paper.		
cs/0610128	both	6	For example, many forms of buffering using finite-accuracy floating-point numbers are susceptible to significant numerical errors.	limitation	0.99	This sentence describes a specific limitation related to numerical errors in buffering using finite-accuracy floating-point numbers.		
cs/0610128	both	7	Finally, the source code used for the production of this paper is freely available {{cite:cdac3b577396445090fa52fc9f277b0d703ee418}}.	none	0.95	This sentence provides information about the availability of the source code, not a limitation or future work.		
cs/0610128	predicted	8	a visualization setting where the user can set the degree of the polynomials to be fitted.	none	0.95	This sentence seems to describe a feature or setting, not a limitation or future work.		
cs/0610128	predicted	9	In such a case, Bin Buffering has very large bins (8 times larger than Ola) which might be undesirable: the approximation power of Bin Buffering for range sums is at least 4 times lower than Ola because of the much larger bins.	limitation	0.99	This sentence describes a limitation related to the size of bins in Bin Buffering and its impact on approximation power.		
cs/0610128	predicted	10	We have seen that Ola can have a competitive advantage when we are interested in getting approximate queries out of the memory buffer.	none	0.95	This sentence describes an advantage of the Ola method, not a limitation or future work.		
cs/0610128	predicted	11	Indeed, Ola supports a wide range of query types using a single memory buffer and relatively small bins.	none	0.95	This sentence describes the capabilities of Ola, not a limitation or future work.		
cs/0610128	predicted	12	However, as with wavelet-based techniques {{cite:eec9aa0d3a7284dafe8f059a5fcc254c97061dbf}}, {{cite:0e2af1852f6c0f4c010a8d8fe165de4bc4088031}}, {{cite:02b263ec99a74822343d0ff348f8ccb053b6be31}}, Ola can support incrementally better estimates.	none	0.95	This sentence describes a feature of Ola, not a limitation or future work.		
cs/0610128	predicted	13	With wavelet-based methods, one gets approximations by selecting the most significant wavelet coefficients.	none	0.95	This sentence describes how wavelet-based methods work, not a limitation or future work.		
cs/0610128	predicted	14	However, this approach calls for storing all coefficients in order to quickly answer queries within a user-specified error bound.	limitation	0.99	This sentence describes a limitation of wavelet-based methods related to storage requirements.		
cs/0610128	predicted	15	This would be unacceptable for many applications: the wavelet buffer is as large as the external array itself.	limitation	0.99	This sentence describes a limitation of wavelet-based methods, stating that the buffer size is unacceptable for many applications.		
cs/0610128	predicted	16	Incrementally better Ola approximations can be computed by first using the internal buffer, and then adding bins one by one.	none	0.95	This sentence describes a feature of Ola, not a limitation or future work.		
cs/0610128	predicted	17	Indeed, for a given range query, the Ola algorithms involve many bins at both ends of the range.	none	0.95	This sentence describes a characteristic of the Ola algorithms, not a limitation or future work.		
cs/0610128	predicted	18	However, only the first few bins have a significant contribution.	none	0.95	This sentence describes a characteristic of the bins used in Ola, not a limitation or future work.		
cs/0610128	predicted	19	Recall subsection REF , in which we showed that {{formula:4e3469fc-ae98-4616-be7c-48545f11651f}} was given by {{formula:0d2f610f-f0c7-4b70-ae01-94a0c57431e8}} where {{formula:31fbd5f9-8e41-4642-bd9b-611a79919535}} is a Lagrange interpolation of the range query function {{formula:8a74838f-a0c1-416a-85d3-1178337efb8c}} .	none	0.95	This sentence refers to a previous subsection and describes a mathematical result, not a limitation or future work.		
cs/0610128	predicted	20	Only when the function {{formula:7e071825-878a-4305-8fb9-1313562be225}} goes from a polynomial to 0 is there a difference between the target range function {{formula:277e903e-7435-4e9b-a584-4663c5e28eb5}} and the range function {{formula:9b6d4df6-5202-4604-a583-bbe97d92aff6}} estimated by bin-wise Lagrange interpolation.	none	0.95	This sentence describes a specific case in the interpolation process, not a limitation or future work.		
cs/0610128	predicted	21	However, the error made by Lagrange interpolation also diminishes as we move away from the bin containing the edge of the range.	none	0.95	This sentence describes a characteristic of the error in interpolation, not a limitation or future work.		
cs/0610128	predicted	22	In many cases, it might be sufficient to take into account only 1 or 3 bins near the edge (at each endpoint of the range).	none	0.95	This sentence describes a potential simplification in the interpolation process, not a limitation or future work.		
cs/0610128	predicted	23	For example, consider {{formula:b74f6063-a713-47fe-bf7f-27e63d19f785}} , {{formula:ae43c79d-d662-4b5c-b0e2-d28cf68bbc90}} with {{formula:3cc03909-f490-45c9-a37d-29c5b0262d27}} for {{formula:a4338820-e095-4a78-96c7-c98eda7b001b}} and 0 otherwise.	none	0.95	This sentence provides an example related to interpolation, not a limitation or future work.		
cs/0610128	predicted	24	A numerical evaluation shows that using only one bin at each endpoint instead of the required 3 will take care of 86% of the error when range edges are in the middle of a bin.	none	0.95	This sentence describes a result of numerical evaluation, not a limitation or future work.		
cs/0610128	predicted	25	The result is more significant for larger {{formula:651498a8-2b23-4167-bdd3-6124c24aa343}} , for example, for {{formula:e87c9754-eff6-41a4-bebe-439de91f1962}} , we need 15 bins at each endpoint for a complete evaluation; however, if we use only 5 centered, we take care of 97% of the error.	none	0.95	This sentence describes a result of numerical evaluation, not a limitation or future work.		
cs/0610128	predicted	26	(See Figure REF .) In short, Ola can provide wavelet-like progressive evaluation of the queries simply by querying fewer bins in the external array.	none	0.95	This sentence describes a feature of Ola, not a limitation or future work.		
cs/0610128	predicted	27	We can analyze more mathematically the relationship between the number of bins used at each end of the range and the error.	none	0.95	This sentence suggests further mathematical analysis, but does not explicitly state future work or a limitation.		
cs/0610128	predicted	28	First note that bin-wise Lagrange interpolation is linear: if we interpolate the sequence {{formula:a595a895-45b1-4c14-801a-0db5ad47d95d}} and the sequence {{formula:77ce7320-2754-4c40-9de2-7e37ff91782f}} , then the sum of the two interpolants is just the interpolation of the sequence {{formula:6ed157bf-3dcd-412e-97cb-516f74a2bbca}} .	none	0.95	This sentence describes a property of interpolation, not a limitation or future work.		
cs/0610128	predicted	29	Hence, it is sufficient to consider only one non-zero sample value at any given time.	none	0.95	This sentence describes a simplification in the interpolation process, not a limitation or future work.		
cs/0610128	predicted	30	We proceed to show that the contribution of a sample value {{formula:7bab7378-a16c-49db-9ffa-ddd329ac460b}} to bin-wise Lagrange interpolation decays quickly past one bin.	none	0.95	This sentence describes a mathematical result, not a limitation or future work.		
cs/0610128	predicted	31	Let {{formula:2373713a-d9b1-4776-97a3-11285e704a41}} be fixed, and consider the interpolation of the sequence {{formula:c512770e-0f61-4486-b2e7-8e3029f88160}} , {{formula:bb06163d-a9a0-4a0e-98db-deab02ba0e20}} for all {{formula:52f499c9-31f6-4ef4-9e99-d6fc927a0544}} .	none	0.95	This sentence describes a mathematical setup, not a limitation or future work.		
cs/0610128	predicted	32	We can then consider the interpolant {{formula:e5a8e810-833d-4a94-8a2b-8edb61eafa2d}} in the {{formula:71766955-dbe4-422c-b117-e778c595a0cf}} bin defined by the interval {{formula:0dbe5af3-95c1-4e91-a457-934489ecb359}} .	none	0.95	This sentence describes a mathematical setup, not a limitation or future work.		
cs/0610128	predicted	33	The following polynomial (refer to Eq. (REF )) describes {{formula:f85a5c14-b89c-4253-b42a-1644588ec107}} : {{formula:13723ff7-f9df-4543-8359-472ab1fcadcc}} where {{formula:5812f466-4b09-4133-9996-58dfb7e6f932}} .	none	0.95	This sentence describes a mathematical formula, not a limitation or future work.		
cs/0610128	predicted	34	The formula is only valid for {{formula:b46baf4a-e375-4b0e-bfa5-cd2dcc1f9cf8}} ; elsewhere {{formula:65441f23-e43c-48b2-95ed-aba28c335f9f}} is identically zero.	none	0.95	This sentence describes the validity of a formula, not a limitation or future work.		
cs/0610128	predicted	35	Clearly the denominator will increase sharply in absolute value as {{formula:9b2989d5-574f-41a7-9f6e-2e29e8428a4b}} grows.	none	0.95	This sentence describes a mathematical property, not a limitation or future work.		
cs/0610128	predicted	36	We show that the numerator is non increasing in {{formula:4d16133f-43dd-4e70-932a-1a5d554a1373}} .	none	0.95	This sentence describes a mathematical property, not a limitation or future work.		
cs/0610128	predicted	37	Setting {{formula:f9199149-d4a3-4579-b663-87d4f9227445}} , we have {{formula:4fac8d27-568f-4156-9b73-4141a4793133}} .	none	0.95	This sentence describes a mathematical setup, not a limitation or future work.		
cs/0610128	predicted	38	However, {{formula:9f57a09b-9eeb-4b6e-afff-c17278df147e}} and because {{formula:8345589d-734c-4a5a-b6ab-04b7e1223e3a}} , {{formula:c66a3895-c4a9-4e24-8995-7e5ac4975c1a}} and so, the numerator goes down in amplitude as {{formula:e988a5bf-ba12-4d4f-9f9e-bf8b0be642f5}} .	none	0.95	This sentence describes a mathematical property, not a limitation or future work.		
cs/0610128	predicted	39	On the other hand, the denominator in absolute value, {{formula:29ad62ce-e8d8-49bd-9776-2aa3272c37ab}} .	none	0.95	This sentence describes a mathematical property, not a limitation or future work.		
cs/0610128	predicted	40	Setting {{formula:3f63425d-076c-4f29-af28-7a06f72815d0}} , we have {{formula:f63f921d-e7d6-4fb4-9a56-0c5e229b99be}} which has a rate of increase of starting at {{formula:56add60e-a32f-4208-96be-c3debcd91320}} and rising with {{formula:21b2de06-083b-4c66-8223-0cd267d013d9}} .	none	0.95	This sentence describes a mathematical setup, not a limitation or future work.		
cs/0610128	predicted	41	Hence, the amplitude of the polynomial decreases faster than exponentially as {{formula:a50cea20-2bc3-4245-be99-2d131b971936}} increases.	none	0.95	This sentence describes a mathematical result, not a limitation or future work.		
cs/0610128	predicted	42	It is difficult to compare the progressive approximation we get using this approach with related wavelet-based ones.	limitation	0.99	This sentence describes a difficulty in comparing the approach with wavelet-based ones, indicating a limitation.		
cs/0610128	predicted	43	Wavelet-based algorithms do not use the original array as a data source when answering queries and thus, they have much larger storage requirements.	none	0.95	This sentence describes a characteristic of wavelet-based algorithms, not a limitation or future work.		
cs/0610128	predicted	44	For large-scale applications, approximate queries are required for wavelet-based algorithms because storing all the coefficients is unthinkable whereas Ola has progressive approximate queries as an added option.	none	0.95	This sentence describes a characteristic of wavelet-based algorithms and Ola, not a limitation or future work.		
cs/0610128	predicted	45	{{figure:09d86f14-1aa1-417a-a5ee-5e25640eb88c}} This paper has considered bin-buffering algorithms and showed that using a hierarchical approach, highly scalable algebraic queries were possible even with a small buffer.	none	0.95	This sentence summarizes the contributions and findings of the paper, not a limitation or future work.		
0803.2303	both	0	Are simple the zeros of the {{formula:ffdef203-3147-4251-99c7-6bae2376c8b9}} Riemann Function?	open_problem	0.9	The sentence poses a question about the nature of zeros of the Riemann Function, indicating an unresolved issue without author commitment to address it.		
0803.2303	both	1	It is known that of all imaginary quadratic field {{formula:8fcefc9a-1755-4e03-8908-b95324765e45}} with class number {{formula:293c917c-800c-406c-bd21-b69618e063f9}} , we have {{formula:d851f82e-a10a-4ed6-924c-8e9fdf019923}} , except for at most one exceptional field, for which {{formula:ed5bb14b-df92-47d1-a9e9-c7f8231c3d1d}} may be Larger.	none	0.95	This sentence provides known information about imaginary quadratic fields and class numbers, without indicating a limitation or future work.		
0803.2303	both	2	Does there exist such an Exceptional Field?	open_problem	0.9	The sentence asks whether an exceptional field exists, indicating an unresolved question without author commitment to address it.		
0803.2303	both	3	Hint.- See {{cite:886be30346721a649db53e8024b53379d9a1b641}} and {{cite:a9d20367c75d890001f5482066503c6a4a36ed7e}}.	none	0.95	This sentence provides a hint by referring to other works, without indicating a limitation or future work.		
0803.2303	both	4	Prof: Pedro J, Geraldo C.	none	0.95	This sentence provides author information, not related to limitations or future work.		
0803.2303	both	5	Home address: Calle principal 130.	none	0.95	This sentence provides author information, not related to limitations or future work.		
0803.2303	both	6	Delicias Nuevas Cabimas (4013).	none	0.95	This sentence provides author information, not related to limitations or future work.		
0803.2303	both	7	Edo Zulia Venezuela.	none	0.95	This sentence provides author information, not related to limitations or future work.		
0803.2303	both	8	E-mail: pegeraldo@luz.edu.ve & pegeraldo@yahoo.com Home phone: 0264-2513221	none	0.95	This sentence provides author information, not related to limitations or future work.		
0803.2303	predicted	9	Let {{formula:e657a353-dee0-475c-aa4e-b63e442806f9}} and {{formula:1025c447-c2c1-4cd2-8411-74736fb53b91}} be its real value, then: {{formula:929c494f-833b-4092-941f-b6e5827031ee}} is a well defined function for every {{formula:66f73d5b-a2ab-49d3-b4ce-76200459566b}} .	none	0.95	This sentence describes a mathematical function, not indicating a limitation or future work.		
0803.2303	predicted	10	Let {{formula:40bd0ea0-f423-4d95-863f-55d99ca30904}} be an arbitrary real number.	none	0.95	This sentence introduces an arbitrary real number, not indicating a limitation or future work.		
